,topic,last_sentence,checked_sentence,eval_label,generated_sentence
1583,Auto racing,Auto racing,"Auto racing (also known as car racing, motor racing, or automobile racing) is a motorsport involving the racing of automobiles for competition.",Auto racing is a motorsport that involve multiple automobiles competing against one another.,I love to watch auto racing. It is a motorsport involving the racing of automobiles for competition.
1584,Jazz,"I love blues, it takes me to another world",Jazz is seen by many as 'America's classical music'.,"I like jazz. It's ""Americas classical music""",Blues is my favorite genre of music. I love how it can be influenced by different cultures.
1585,Accounting,Interesting.  What kind of things do you account for?,"Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.","Well I process, measure, and communicate financial information about entities. Do you know any accountants?",I account for the results of an organization's economic activities. I also prepare financial statements for public consumption.
1586,Winter,Winter,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,I prefer the winter due to it being the coldest season.,Winter is the coldest season of the year in polar and temperate zones.  Do you like winter?
1587,Bowling,yes. I am a professional bowler. ,"The maximum score is 300, which is achieved by getting 12 strikes in a row.","Great, so I guess you have got the maximum score of 300 many times.",That's cool.  Do you bowl for a team or do you just bowl by yourself? 
1588,Winter,The average snowfall can probably be pretty extensive too. What state has the most snowfall?,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,"I really don't know, though probably somewhere in New England since they have cold, harsh winters.","I'm not sure, but I do know that snow is a major component of winter sports, like skiing and snowboarding."
1589,Bowling,Bowling,Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,"I used to be really into bowling, both for the sport and the leisure. ",I love to bowl cricket. It is the action of propelling the ball toward the wicket defended by a batsman.
1590,Cardigan (sweater),What kind of material are they generally made from?,It is modelled after the knitted wool waistcoat that British officers supposedly wore during the war.,"It is modelled after the knitted wool waistcoat,worn by the British officers during the war"," Traditionally, cardigans were made of wool but can now be made of cotton, synthetic fibers, or any combination thereof."
1591,no_passages_used,"Have you ever participating in auto racing, or are you a fan?",no_passages_used,"I am just a fan, I would like to participate in one but it is dangerous!","I have not, but I know that auto racing has been around since the invention of the automobile."
1592,Music festival,"Yeah, jazz is lovely too. But I'm so comfortable with blues",Some festivals are organized as for-profit concerts and others are benefits for a specific charitable cause.,Some festivals are benefits for a specific charitable cause.,"I like jazz too, but blues is my favorite type of music. It's a little different."
1593,Accounting,I can't say that I do.  Sounds slightly droll.  How long did it take to become an accountant?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",Several years! Specifically I am in the field of financial accounting.,It took me about 10 years to get my CPA license. I've been doing it for a long time.
