,topic,last_sentence,checked_sentence,eval_label,generated_sentence
1686,Mortal Kombat,"Mileena
Hi, have you ever seen the movie mortal combat?",Mortal Kombat is a video game franchise originally developed by Midway Games' Chicago studio in 1992.,"Yes i have seen it! based on the video game mortal kombat developed by midway game,s Chicao studio in 1992","Yes, I love Mortal Kombat. It's my favorite fighting game of all time. Have you seen the sequel?"
1687,Spice,I didn't know that. ,The Egyptians used herbs for mummification and their demand for exotic spices and herbs helped stimulate world trade.,"Yep and even the Egyptians used herbs and spices for mummification, their demand for exotic spices and herbs helped stimulate world trade even to this very day.","Spices are distinguished from herbs, which are the leaves, flowers, or stems of plants used for flavoring or as a garnish."
1688,Alpine skiing,So how do I learn how to ski? ,"It is typically practiced at ski resorts which provide services such as ski lifts, artificial snow making and grooming, first aid, and restaurants.","Well, alpine skiing is usually practiced at resorts. They provide ski lifts, first aid, restaurants and ski instructors. The instructors would teach you the basics of skiing.",You could try cross-country skiing - that's easier. It's a sport where you use a sled to glide on snow.
1689,Sewing,me too! I still prefer sewing by hand even though i have a sewing machine. when was sewing machines invented?,"The invention of the sewing machine in the 19th century and the rise of computerization in the 20th century led to mass production and export of sewn objects, but hand sewing is still practiced around the world.",The first ones appeared in the 19th century and mass production in the 20th century made them popular.,It was invented during the Industrial Revolution to decrease the amount of manual sewing work performed in clothing companies.
1690,no_passages_used,What works have they completed?,no_passages_used,"Edgar Allen Poe produced “The Fall of the House of Usher,” “The Masque of the Red Death,” and “Ligeia”.  Those would be a great start.","I'm not sure, but I do know that Edgar Allan Poe was a famous American poet and short story writer."
1691,Kayaking,Oh ok.  Where would be the best place for kayaking?  ,"The main purpose for creating the kayak, which literally translates to ""hunter's boat"" was for hunting and fishing.",The original point of the kayak was for hunting and fishing and was popular in Alaska,"I am not sure but kayaks were created thousands of years ago by the Inuit, formerly known as Eskimos"
1692,no_passages_used,That's great! Sometimes I wish I could try to be a trucker.,no_passages_used,"Really ? What specifically Interests you about it, and hey aslong as you can drive its possible.",Good question! Some of the logging roads can be very narrow and wet near cliffs so ive come close before but other than that smooth sailing
1693,Radiology,What other forms of imaging techniques does a radiologist use?,"A variety of imaging techniques such as X-ray radiography, ultrasound, computed tomography (CT), nuclear medicine including positron emission tomography (PET), and magnetic resonance imaging (MRI) are used to diagnose and/or treat diseases.",They also use ultrasound and CT.,"There are ultrasound, computed tomography, PET, and MRI. They are used to diagnose or treat diseases."
1694,Sonya Blade,My favorite character was Mileena. Who were yours? ,"Sonya Blade is a video game character in the ""Mortal Kombat"" fighting game franchise from Midway Games.",Mileena was cool! my favorite was Snoya Blade she is a character in the mortal kombat fighting game!,"Mileena was my favorite character, she was a warrior from the world of kombat. she was also the leader of the kombat clan"
1695,Herb,"Oh yeah, back in the day spices were essential to good tasting food","Culinary use typically distinguishes ""herbs"" from spices.",Yep and in culinary a herb is very different from spices. But most people dont cook with herbs. ,"Yep, the word ""spice"" comes from the Old French word ""espice"", which became ""epice"", and which came from the Latin root ""spec"", the noun referring to ""appearance, sort, kind"": ""species"" has the same root."
1696,Alpine skiing,Is skiing  a sporting event? ,Alpine skiing has been an event at the Winter Olympic Games since 1936 (except for the 1940 games).,"It can be. Skiing has been a Winter Olympic sport since 1936, and there are lots of other competitions, especially in Europe and the US.","It can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
1697,Kindergarten,Kindergarten,"Kindergarten (; from German , which literally means ""garden for the children"") is a preschool educational approach traditionally based on playing, singing, practical activities such as drawing, and social interaction as part of the transition from home to school.","My mom teaches kindergarden, turns out it stands for garden for the children"".","I have two kids that are in kindergarten, which is the first year of formal schooling and not part of the pre-school system as it is in the rest of the world:"
