,topic,last_sentence,checked_sentence,eval_label,generated_sentence
1642,Hiking,"Bushwalking sounds funny, but relevant! That makes sense, haha!",A day hike refers to a hike that can be completed in a single day.," A day hike refers to a hike that can be completed in a single day, those are my favorites although i do like camping","in New Zealand a long, vigorous walk or hike is called tramping.  It is a popular activity with numerous worldwide"
1643,Parenting,Parenting,Parenting refers to the intricacies of raising a child aside from the biological relationship.,"Parenting sure is hard, the difficulties of raising a child is a big responsibility.","Parenting is the process of promoting and supporting the physical, emotional, social, financial, and intellectual development of a child from infancy to adulthood."
1644,Vanilla extract,Yeah that little pod contains the black seeds that contain all the flavor.  Alton Brown showed me on his show how to extract vanilla from the pod.,Pure vanilla extract is made by macerating and percolating vanilla pods in a solution of ethanol and water.,Apparently that is done by macerating and percolating the vanilla pods. You put it in a solution of water and ethanol.,"Yes, Alton Brown is a great chef. He has a show called ""The Real Food Guy"" on TLC."
1645,French fries,Haven't tried that . The average American eats 30 pounds of  French Fries a year believe it or not !,"A baked variant of the French fry (""oven chips"") uses less or even no oil.","Wow, that is alot! I sometimes prepare the baked variant not so much because it is lower in fat but because it is easier and less messy.","They are usually salted and, depending on the country, may be served with ketchup, vinegar, mayonnaise, tomato sauce, or other local specialties."
1646,Social anxiety,"Social anxiety
I have social anxiety. Do you know anything about that?",Social anxiety can be defined as nervousness in social situations.,"Yes, i used to have social anxiety. It can be defined as nervousness in social situations ","Yes, I have social anxiety. It is an anxiety disorder characterized by a significant amount of fear in one or more social situations causing considerable distress and impaired ability to function in at least some parts of daily life."
1647,Overwatch (video game),Overwatch (video game),Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,"I play a lot of video games, especially Overwatch. It is a first-person shooter video game.",Have you ever played Overwatch? It's a video game developed and controlled by Blizzard Entertainment. Do you like it?
1648,Apple pie,"Im allergic to pecans, unfortunately i cant eat those. i love apple pies though! those are deliciosu!","An apple pie is a pie or a tart, in which the principal filling ingredient is apple.",that is terrible apple pie is so tart,Pecan pie is popularly served at holiday meals in the United States and is considered a specialty of Southern U.S. origin
1649,Ice cream,What flavour?,"It is usually made from dairy products, such as milk and cream, and often combined with fruits or other ingredients and flavors.","Vanilla is my favorite, and made from milk and cream, as is usually done.","It is usually made from dairy products, such as milk and cream, and often combined with fruits or other ingredients and flavors."
1650,no_passages_used,Interesting! Do they have a separate term for a hike that takes longer?,no_passages_used,"i am sure there is although i dont know it hahah, i think im going a day hike next weekend","in new zealand a long, vigorous walk or hike is called tramping. in other countries it is called hiking"
1651,Parenting,"Oh, yes I can imagine. I see how stresses out parents can get. ","Parenting skills vary, and a parent with good parenting skills may be referred to as a ""good parent"".","Yeah I'm really concerned with such a wide skill level of parents, I really want to be referred to as a good parent.","Yes, it can be very stressful, especially if you are a single parent, you are responsible for raising a child."
1652,Couscous,"Such an intense process, right!  Just so people can dismiss the flavor as ""boring.""  Anyway, have you ever tried vanilla in couscous?  It's usually used in ice cream, but vanilla can make an interesting desert couscous.","Couscous ( ' ; ') is a Maghrebi dish of small (about 3mm diameter) steamed balls of crushed durum wheat semolina, usually served with a stew spooned on top.",I've never actually thought about vanilla in couscous. They're steamed balls of crushed durum wheat semolina. It is usually served with stew. Do they add the stew and vanilla?,"I've never tried it, but I've heard it's good. It's also used in baking, perfume manufacture, and aromatherapy."
1653,Chocolate,Chocolate,"Chocolate is a typically sweet, usually brown food preparation of ""Theobroma cacao"" seeds, roasted and ground.",Hey there. Have you ever thought about where chocolate comes from?,I love chocolate.  It is the most popular sweet in the world.  Do you like chocolate?
1654,Social anxiety,I definitely get nervous around lots of people. How did you overcome your social anxiety? ,"Nearly 90% of individuals report feeling a form of social anxiety (i.e., shyness) at some point in their lives.",Nearly 90% of people report feeling a form of social anxiety at some point in there lives. I find that mediation helped a lot since it helps you look at like through a different perspective ,I used to have a lot of fear in one or more social situations causing considerable distress and impaired ability to function in at least some parts of daily life.
