,topic,last_sentence,checked_sentence,eval_label,generated_sentence
2966,Green,"I do remember it now that you say it, but would not have been able to to pull that fun fact out of a hat..lol..","Several minerals have a green color, including the emerald, which is colored green by its chromium content.",LOL!  Here's another fun fact - emeralds are green too!  And its color comes form its chromium content.,"I know, I know!  It's funny that in Ancient Egypt, green was the color of the goddess of gardens!"
2967,Dylan's Candy Bar,"Dylan's Candy Bar
I have a sweet tooth and I eat a lot of Dylan's Candy Bar.","It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.","Really! I like some sweets. Wasn't this created by Ralph Lauren's daughter, Dylan Lauren?",Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City.
2968,Consulting firm,Have you ever worked for a consulting firm?,"Consultancy aim the executives of companies by providing them with consultants, also known as industry-specific specialists/consultants and subject-matter experts, usually trained in management or business schools.","No, I haven't. Consultants typically are usually trained in management or business. ","I have not, but I do know that there are more than 10,000 C-suite management consulting firms worldwide."
2969,The Walking Dead (TV series),Post apocalyptic horror . I like sci fi movies and this is on cable so it's fairly easy to catch if you want to watch it. ,"Much of the series takes place in and around Atlanta, Georgia, and later Alexandria, Virginia.",I should be completely interested in it - I mean it's filmed right here in Atlanta - I even have friends that have run into the actors just around town.,"I've never seen it, but I've heard it's pretty good.  It's set in a post-apocalyptic world filled with walkers."
2970,Street Style,"That sounds neat! What is street style - street style as in clothes, right?",Street style is a specific fashion style which comes originally from British fashion culture.,Street style is British fashion culture that is new. What style do you like?,"It is fashion that is considered to have emerged not from studios, but from the grassroots streetwear."
2971,Harry Potter,Wow that's a lot! So what is the Harry Potter series about?,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.","It's about a wizard and his friends. They struggle against an evil wizard named Voldemort who wants to overthrow the wizard government. Harry, the main character almost died to this evil wizard himself as a baby! ",It's about a boy named Harry Potter who discovers that he is a wizard on his eleventh birthday. He has to attend Hogwarts School of Witchcraft and Wizardry.
2972,Paramedic,What was the earliest history of paramedics?,"The scope of the role varies widely across the world, having originally developed as a paraprofession in the United States during the 1970s.",It originally developed as a praprofession in the united states in the 1970s,"Paramedics have been around for a long time, as far back as the bubonic plague in London in 1598"
2973,Motivation,"Yes perhaps. But depending on what it is, you could also develop a dependence on them. ","The ""wanting behavior"" associated with a rewarding stimulus can be increased by microinjections of dopamine and dopaminergic drugs in the dorsorostral nucleus accumbens and posterior ventral palladium.","Yup that kind of ""wanting behavior"" can also be cause by dopaminergic drugs. ","Yes it is very addictive. It is also known as a ""drug of choice"" for some people. "
2974,The Walking Dead (TV series),"The Walking Dead (TV series)
I love the walking dead!","The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",who doesn't? lol it's the best post-apocalyptic horror tv series!,The Walking Dead is a great show.  It's based on the comic book series by Robert Kirkman.
2975,Dylan's Candy Bar,I haven't heard about it. All I know is this candy bar is delicious! ,"It stocks 7,000 candies from around the world.","Yes, she owns the chain! Dylan's candy bar is stocked over 7,000 around the world.","Yes, it is delicious. Dylan Lauren is the daughter of Ralph Lauren, the fashion designer. "
